"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","image_month","image_season","imagery_used","halos_present","zone_specific","abs_latitude","log_distance_mainland_km","log10_patch_area_m2","halos_present_bin","zone_broad_adj","temp_sst","chl_log"
"11-033B","R0040",11.2,143.38631,3,"U/N Reef","GUZ",166.4,"DR","2002",2002,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.487152099609,-0.363937031589959
"11-036","R0038",11.2,143.213007,1,"Parsons Reef","HPZ",1284.67,"BR","2002",2002,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.484893798828,-0.115572452250472
"11-037","R0039",11.2,143.27286,2,"Collette Reef","HPZ",2389.95,"BR","2002",2002,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.487396240234,-0.357678526605055
"11-038","R4039",11.25,143.005782,4,"Douglas Islet Reef","MNPZ",203.76,"BR","2002",2002,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",11.25,NA,NA,NA,"fished",300.468017578125,1.01846600055243
"11-042","R0050",11.3,143.200682,1,"U/N Reef","MNPZ",1140.51,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.464019775391,-0.0363730342278577
"11-043","R0051",11.3,143.2815,2,"Onslow Reef","GUZ",42.46,"DR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.3,NA,NA,NA,"fished",300.465942382812,-0.308973282572764
"11-044","R0052",11.3,143.346878,3,"Wilds Shoal","GUZ",5900.43,"DR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.3,NA,NA,NA,"fished",300.465972900391,-0.59869082173282
"11-048B","R4044",11.35,143.483594,1,"Turning Point Patches (No 2)","MNPZ",6162.2,"DR","2003",2003,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.35,NA,NA,NA,"protected",300.438629150391,-0.70332909551733
"11-052","R0059",11.4,143.074629,1,"Cholmondeley Reef","MNPZ",853.36,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.442199707031,0.892047958939883
"11-054","R4048",11.45,143.176269,2,"U/N Reef","MNPZ",1093.39,"BR","2002",2002,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.45,NA,NA,NA,"protected",300.431915283203,-0.124588102943879
"11-055","R4047",11.45,143.039544,1,"Wallace Islet Reef","MNPZ",475.37,"BR","2002",2002,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.45,NA,NA,NA,"protected",300.438446044922,1.12950734623979
"11-056A","R0070",11.5,143.400487,5,"U/N Reef","MNPZ",5370.03,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.407257080078,-0.564759200897873
"11-056B","R0060",11.4,143.239927,2,"U/N Reef","MNPZ",10019.37,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.442260742188,-0.444539353908008
"11-056C","R0061",11.4,143.299952,3,"U/N Reef","MNPZ",3307.74,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.443206787109,0.148398280823714
"11-057","R4050",11.45,143.464977,4,"Cochin Reef","MNPZ",2084.19,"BR","2003",2003,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.45,NA,NA,NA,"protected",300.410919189453,-0.596052152289005
"11-061","R0068",11.5,143.044851,3,"Little Boydong Reef","MNPZ",302.86,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.432006835938,1.12950734623979
"11-062","R0067",11.5,143.029574,2,"Boydong Island Reef","MNPZ",491.89,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.432006835938,1.12950734623979
"11-063B","R0031",11,143.573369,3,"U/N Reef","GUZ",2375.1,"CC","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11,NA,NA,NA,"fished",300.464630126953,-0.741780186803113
"11-064","R0030",11,143.48997,2,"U/N Reef","GUZ",8488.41,"CC","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11,NA,NA,NA,"fished",300.503051757812,-0.63398311275056
"11-065","R4034",11.15,143.574952,5,"U/N Reef","GUZ",987.27,"BR, CC","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.15,NA,NA,NA,"fished",300.448516845703,-0.73178671865946
"11-067","R4033",11.15,143.53769,4,"U/N Reef","GUZ",977.44,"BR, CC","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.15,NA,NA,NA,"fished",300.467926025391,-0.73178671865946
"11-068","R0041",11.2,143.575742,4,"U/N Reef","GUZ",1058.03,"DR","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.440460205078,-0.751367682754538
"11-069","R0042",11.2,143.752614,5,"U/N Reef","GUZ",5222.01,"CC","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.321685791016,-0.913780769581396
"11-070B","R4041",11.25,143.658627,6,"MacLennan Reef (No 2)","MNPZ",6379.09,"DR, CC","2006",2006,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,3,NA,NA,NA,NA,"young reserve",11.25,NA,NA,NA,"fished",300.380767822266,-0.828974953841457
"11-070C","R4042",11.25,143.816284,7,"MacLennan Reef (No 3)","MNPZ",2823.66,"DR, CC","2006",2006,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,3,NA,NA,NA,NA,"young reserve",11.25,NA,NA,NA,"fished",300.280364990234,-0.913780769581396
"11-071","R4040",11.25,143.526613,5,"U/N Reef","GUZ",5104.14,"DR, CC","2006",2006,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.25,NA,NA,NA,"fished",300.44873046875,-0.751367682754538
"11-074","R0056",11.3,143.994551,7,"U/N Reef","MNPZ",191.83,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.192260742188,-0.377998608970189
"11-075","R0055",11.3,143.984533,6,"U/N Reef","MNPZ",80.51,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.192260742188,-0.377998608970189
"11-079","R0053",11.3,143.500226,4,"U/N Reef","MNPZ",561.6,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.438018798828,-0.740353953323168
"11-080","R0054",11.3,143.667295,5,"U/N Reef","MNPZ",1206.38,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.369659423828,-0.792837938292526
"11-081","R4045",11.35,143.960481,2,"U/N Reef","MNPZ",214.01,"BR","2003",2003,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.35,NA,NA,NA,"protected",300.185302734375,0.901898958419832
"11-091","R0065",11.4,143.965823,7,"U/N Reef","PZ",116.03,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","PZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.178161621094,0.901898958419832
"11-092","R0064",11.4,143.794844,6,"U/N Reef","MNPZ",4894.6,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.27978515625,-0.661746691829943
"11-093","R0063",11.4,143.766628,5,"U/N Reef","MNPZ",563.43,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.27978515625,-0.661746691829943
"11-099","R0062",11.4,143.499711,4,"U/N Reef","MNPZ",5462.91,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.4,NA,NA,NA,"protected",300.424743652344,-0.70332909551733
"11-100","R4053",11.45,143.757428,7,"Shadwell Reef","MNPZ",531.54,"BR, CC","2003",2003,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.45,NA,NA,NA,"protected",300.264801025391,-0.559417751366204
"11-104","R4052",11.45,143.680577,6,"U/N Reef","MNPZ",1899.77,"BR, CC","2003",2003,"AH","13/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.45,NA,NA,NA,"protected",300.328125,-0.390673175725944
"11-109A","R0074",11.5,143.928556,9,"U/N Reef","MNPZ",661.6,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.173309326172,0.358854566826457
"11-111","R0072",11.5,143.539856,7,"U/N Reef","MNPZ",3390.55,"DR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.382080078125,-0.75785330989209
"11-113","R4027",11.05,144.004492,5,"U/N Reef","HPZ",577.95,"BR","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.05,NA,NA,NA,"fished",300.197296142578,1.34504599354938
"11-114","R4028",11.05,144.020168,6,"U/N Reef","HPZ",140.54,"BR","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.05,NA,NA,NA,"fished",300.197296142578,1.34504599354938
"11-115","R4029",11.05,144.036397,7,"U/N Reef","HPZ",667.21,"BR","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.05,NA,NA,NA,"fished",300.197296142578,1.34504599354938
"11-117","R0037",11.1,144.04992,2,"U/N Reef","HPZ",1199,"DR","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.1,NA,NA,NA,"fished",300.196044921875,1.44091920119138
"11-119","R4035",11.15,144.05832,6,"U/N Reef","HPZ",1239.82,"BR","2006",2006,"AH","12/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.15,NA,NA,NA,"fished",300.191925048828,1.44091920119138
"11-122","R0043",11.2,144.043591,6,"U/N Reef","HPZ",197.09,"DR","2006",2006,"EMPM","10/06/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.2,NA,NA,NA,"fished",300.191070556641,0.538992267989103
"11-125","R0058",11.3,144.053912,9,"Stark Reef","MNPZ",1689.85,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.3,NA,NA,NA,"protected",300.182189941406,0.761549126100034
"11-131","R0076",11.5,144.061873,11,"Saunders Reef","MNPZ",2931.9,"BR","2003",2003,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.168640136719,0.79026977287648
"11-132","R0066",11.5,142.869443,1,"Hunter Reefs","MNPZ",469.33,"BR, CC","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.444915771484,0.483341418582612
"11-133","R4054",11.55,142.838587,1,"U/N Reef","CPZ",506.78,"NP","2002",2002,"AH","14/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","U","fished","fished",NA,0,NA,NA,NA,NA,"fished",11.55,NA,NA,NA,"fished",300.443756103516,0.882502680196788
"11-136","R0077",11.6,142.939862,1,"Hannibal Islands Reef","MNPZ",357.81,"BR","2002",2002,"AH","4/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.6,NA,NA,NA,"protected",300.433227539062,0.564855353717757
"11-137","R4060",11.65,142.906903,1,"U/N Reef","MNPZ",88.08,"BR, CC","2002",2002,"AH","14/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.65,NA,NA,NA,"protected",300.428619384766,1.04197933565161
"11-139","R4061",11.75,142.968587,1,"U/N Reef","MNPZ",640.72,"NH","2002",2002,"AH","14/06/12",10.19,"11-143","MNPZ","9.93",1.16,"11-138","MNPZ",296.66,1.42,"11-142","MNPZ",479.36,1.74,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,27,NA,NA,"imagery used in analysis","no halos","mature reserve",11.75,1.04883008652835,NA,0,"protected",300.417236328125,0.32650258899729
"11-145","R0094",11.8,142.855625,1,"U/N Reef","MNPZ",271.96,"BR","2002",2002,"AH","5/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.8,NA,NA,NA,"protected",300.426330566406,2.04853360635988
"11-146","R0096",11.8,142.936023,3,"Nigger Head Reef","MNPZ",43.74,"BR","2002",2002,"AH","5/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.8,NA,NA,NA,"protected",300.4228515625,1.23275706697979
"11-147","R0095",11.8,142.899339,2,"U/N Reef","MNPZ",136.52,"BR","2002",2002,"AH","5/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.8,NA,NA,NA,"protected",300.426330566406,2.04853360635988
"11-149","R4063",11.85,142.875585,1,"U/N Reef","MNPZ",1167.25,"NP, BR","2002",2002,"AH","14/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.85,NA,NA,NA,"protected",300.425933837891,2.82753537109264
"11-155","R0069",11.5,143.139157,4,"U/N Reef","MNPZ",3178.94,"BR","2002",2002,"AH","1/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.5,NA,NA,NA,"protected",300.424285888672,0.781688022743659
"11-156","R4055",11.55,143.016985,2,"Wizard Reef","MNPZ",2154.85,"HP","2002",2002,"AH","14/06/12",15.98,"11-062","MNPZ","491.89",2.02,"11-161","MNPZ",375.88,1.49,"11-061","MNPZ",302.86,3.71,"P405505",5,"green","MNPZ",29.72,59.7,NA,"H405505",74.36,388.68,NA,2.88,6.51,8.55,5.35,6.6,"","MNPZ","protected","protected",1975,27,NA,NA,"imagery used in analysis","halos","mature reserve",11.55,1.22993768590793,1.77597433112937,1,"protected",300.425506591797,1.57535036456167
"11-157","R4057",11.55,143.50138,4,"U/N Reef","MNPZ",9744.32,"DR","2003",2003,"AH","14/06/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.55,NA,NA,NA,"protected",300.366760253906,-0.678162800564115
"11-158","R4602",11.58,143.230807,1,"U/N Reef","MNPZ",816.02,"BR","13/09/12",2012,"AH","7/07/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,37,9,"spring",NA,NA,"mature reserve",11.58,NA,NA,NA,"protected",300.401794433594,0.322159307720174
"11-159","R0079",11.6,143.189576,3,"U/N Reef","MNPZ",1622.07,"BR","2002",2002,"AH","4/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.6,NA,NA,NA,"protected",300.404846191406,0.591601390169829
"11-160","R0081",11.6,143.431333,5,"U/N Reef","MNPZ",3826.95,"BR","2003",2003,"AH","4/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.6,NA,NA,NA,"protected",300.380249023438,-0.173451468581366
"11-161","R0078",11.6,143.015842,2,"Viking Reef","MNPZ",375.88,"BR","23/04/04",2004,"AH","4/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,29,4,"autumn",NA,NA,"mature reserve",11.6,NA,NA,NA,"protected",300.419372558594,0.391935831183292
"11-162","R0080",11.6,143.290825,4,"U/N Reef","MNPZ",340.62,"BR","2002",2002,"AH","4/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.6,NA,NA,NA,"protected",300.398193359375,-0.0201875327540572
"11-164","R0088",11.7,143.463661,3,"U/N Reef","MNPZ",9805.36,"BR","2003",2003,"AH","5/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",11.7,NA,NA,NA,"protected",300.340026855469,-0.491244840186485
"11-165","R0086",11.7,143.187469,1,"Thrush Reef","MNPZ",658.51,"BR","2002",2002,"AH","5/07/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,27,NA,NA,NA,NA,"mature reserve",11.7,NA,NA,NA,"protected",300.389343261719,0.835690717718158
