"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","halo_width","halo_area","hw_pa","ha_pa","image_month","image_season","halo_area_excl_patch_area","log10_halo_area_excl_patch_area","log10_patch_area_m2","log10_halo_width_per_sqrt_patch_area","log10_halo_proportion_patch","log10_patch_perimeter_m","log10_halo_width","log10_hw_pa","abs_latitude","log_distance_mainland_km","zone_broad_adj","temp_sst","chl_log"
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011204",4,"dark blue","HPZ",60.86,268.27,NA,"H011204",112.95,982.52,NA,8.15,7.41,8.87,9.33,8.33,"","HPZ","fished","fished",NA,0,8.418,714.25,0.0313788347560294,2.66242964177881,5,"autumn",714.25,2.85385024905478,2.42857210926187,-0.289077133218931,0.425278139792912,1.78433194802215,0.925208921412004,-1.50336318784987,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011205",5,"dark blue","HPZ",89.89,544.69,NA,"H011205",160.97,1921.25,NA,8.98,12.12,10.7,11.48,12.96,"","HPZ","fished","fished",NA,0,11.248,1376.56,0.0206502781398594,2.52723567533827,5,"autumn",1376.56,3.1387951456974,2.73614940210499,-0.316999393376748,0.402645743592404,1.95371138042756,1.05107530767575,-1.68507409442924,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011206",6,"dark blue","HPZ",75.13,366.81,NA,"H011206",174.65,2314.22,NA,17.24,17.45,13.38,15.29,13.44,"","HPZ","fished","fished",NA,0,15.36,1947.41,0.041874539952564,5.30904282871241,5,"autumn",1947.41,3.28945739578925,2.56444116692606,-0.0958293677675384,0.725016228863184,1.87581338883976,1.18639121569549,-1.37804995123057,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011207",7,"dark blue","HPZ",52.16,177.66,NA,"H011207",101.78,796.7,NA,10.13,4.28,5.79,9.97,10.06,"","HPZ","fished","fished",NA,0,8.046,619.04,0.0452887537993921,3.48440842057863,5,"autumn",619.04,2.79171871237717,2.24958965777294,-0.219214800651229,0.542129054604227,1.71733758272386,0.905580028235243,-1.3440096295377,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011208",8,"dark blue","HPZ",149.22,970.9,NA,"H011208",196,2626,NA,10.32,14.34,9.47,6.06,8.55,"","HPZ","fished","fished",NA,0,9.748,1655.1,0.0100401689154393,1.70470697291173,5,"autumn",1655.1,3.2188242386774,2.98717450108754,-0.504671730031084,0.231649737589861,2.17382703565358,0.988915520512687,-1.99825898057485,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011209",9,"dark blue","HPZ",91.78,631.34,NA,"H011209",145.43,1628.98,NA,6.21,8.77,8.95,7.85,7.71,"","HPZ","fished","fished",NA,0,7.898,997.64,0.0125098995786739,1.58019450692179,5,"autumn",997.64,2.99897385369323,2.80026330592636,-0.502614523562653,0.198710547766879,1.96274805335864,0.897517129400525,-1.90274617652583,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","10/05/12",2012,"AH","18/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011210",10,"dark blue","HPZ",268.43,4357.64,NA,"H011210",362.15,9976.48,NA,13.08,15.08,29.82,20.78,24.22,"","HPZ","fished","fished",NA,0,20.596,5618.84,0.00472641154386319,1.28942271504759,5,"autumn",5618.84,3.74964666546268,3.63925134879425,-0.50584279124193,0.110395316668427,2.42883105138657,1.3137828831552,-2.32546846563906,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011201",1,"dark blue","HPZ",290.75,5573.29,NA,"H011201",516.56,20063.49,NA,30.35,26.48,35.9,46.53,40.23,"","HPZ","fished","fished",NA,0,35.898,14490.2,0.00644107878829201,2.59993648275973,7,"winter",14490.2,4.16107437983259,3.74611164167866,-0.317985567613641,0.41496273815393,2.46351972340049,1.55507025322569,-2.19104138845297,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011202",2,"dark blue","HPZ",61.65,105.93,NA,"H011202",106,856,NA,7.39,7.75,3.87,6.78,8.56,"","HPZ","fished","fished",NA,0,6.87,750.07,0.0648541489662985,7.08080808080808,7,"winter",750.07,2.87510179565187,2.02501897228276,-0.175552749081829,0.850082823369109,1.78993308093175,0.83695673705955,-1.18806223522321,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011203",3,"dark blue","HPZ",59.47,239.95,NA,"H011203",173.41,2330.47,NA,17.04,19.02,15.41,17.83,21.5,"","HPZ","fished","fished",NA,0,18.16,2090.52,0.0756824338403834,8.71231506563868,7,"winter",2090.52,3.32025432680061,2.38012075426844,0.0690554670508462,0.940133572532171,1.77429793849928,1.25911584418507,-1.12100491008337,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011204",4,"dark blue","HPZ",118.65,1026.56,NA,"H011204",242.61,4420.11,NA,23.85,16.74,10.69,15,22.68,"","HPZ","fished","fished",NA,0,17.792,3393.55,0.0173316708229426,3.30574929862843,7,"winter",3393.55,3.53065425239713,3.01138433793203,-0.255467399064052,0.519269914465094,2.07426774255336,1.25022476990196,-1.76115956803007,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011205",5,"dark blue","HPZ",68.02,349.57,NA,"H011205",147.92,1699.72,NA,14.57,12.75,11.69,11.19,12.41,"","HPZ","fished","fished",NA,0,12.522,1350.15,0.0358211517006608,3.86231656034557,7,"winter",1350.15,3.13038202075681,2.54353415453014,-0.174093377815971,0.58684786622667,1.8326366275967,1.0976736994491,-1.44586045508104,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011206",6,"dark blue","HPZ",136.99,1216.45,NA,"H011206",286.82,6173.34,NA,27.18,25.03,25.35,21.55,20.5,"","HPZ","fished","fished",NA,0,23.922,4956.89,0.0196654198692918,4.07488182827079,7,"winter",4956.89,3.69520928143832,3.08509426273633,-0.163749645322127,0.610115018701991,2.13668886567226,1.37879748604604,-1.70629677669029,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011207",7,"dark blue","HPZ",166.95,1600.16,NA,"H011207",252.36,4581.46,NA,12.8,11.95,11.88,18.79,16.7,"","HPZ","fished","fished",NA,0,14.424,2981.3,0.00901409859014098,1.86312618738126,7,"winter",2981.3,3.47440568008801,3.20416340993279,-0.442995991252048,0.270242270155218,2.22258642339039,1.15908571371435,-2.04507769621844,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011208",8,"dark blue","HPZ",63.43,300.21,NA,"H011208",159.62,1954.32,NA,17.5,16.14,12.29,12.74,13.55,"","HPZ","fished","fished",NA,0,14.444,1654.11,0.0481129875753639,5.50984310982312,7,"winter",1654.11,3.21856438720233,2.47742515450447,-0.0790250974974484,0.741139232697856,1.80229471139746,1.15968747975479,-1.31773767474969,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011209",9,"dark blue","HPZ",90.27,591.65,NA,"H011209",158.32,1867.18,NA,11.67,10.63,9.58,10.4,7.93,"","HPZ","fished","fished",NA,0,10.042,1275.53,0.016972872475281,2.15588608129807,7,"winter",1275.53,3.10569067751362,2.77206486885176,-0.384212217387554,0.333625808661852,1.95554344245974,1.00182021703833,-1.77024465181344,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-003A","R0112",12,143.366739,2,"Mason Reef","HPZ",40203.66,"HP","18/07/10",2010,"AH","29/09/14",11.85,"12-007","HPZ","6365.56",0.56,"12-030","HPZ",85605.02,0.67,"12-001","HPZ",380.22,2.6,"P011210",10,"dark blue","HPZ",50.01,185.82,NA,"H011210",100.24,758.29,NA,9.45,6.74,4.19,9.76,7.58,"","HPZ","fished","fished",NA,0,7.544,572.47,0.0405984285868044,3.08077709611452,7,"winter",572.47,2.75775273262619,2.26909245574043,-0.256944548140943,0.488660276885756,1.69905685454767,0.877601679729272,-1.39149077601116,12,1.10890312766731,"fished",300.293579101562,0.336005820676228
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011601",1,"dark blue","HPZ",37.54,88.85,NA,"H011601",80.55,488.65,NA,10.26,5.48,5.76,7.26,7.18,"","HPZ","fished","fished",NA,0,7.188,399.8,0.080900393922341,4.49971862689927,5,"autumn",399.8,2.6018427897821,1.94865743214132,-0.117720647633724,0.653185357640778,1.57449426828533,0.856608068436936,-1.09204936370438,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011602",2,"dark blue","HPZ",20.69,32.42,NA,"H011602",71.87,398.28,NA,10.55,7.51,3.52,6.51,9.67,"","HPZ","fished","fished",NA,0,7.552,365.86,0.232942628007403,11.2850092535472,5,"autumn",365.86,2.56331493004173,1.5108130105125,0.122655476033764,1.05250191952923,1.31576049066573,0.878061981290013,-0.632751029222483,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011603",3,"dark blue","HPZ",35.71,92.66,NA,"H011603",80.77,502.17,NA,8.38,8.03,6.53,6.15,6.54,"","HPZ","fished","fished",NA,0,7.126,409.51,0.0769048132959206,4.41949061083531,5,"autumn",409.51,2.6122645114488,1.96689229586714,-0.130600329918571,0.645372215581663,1.55278985019278,0.852845818014997,-1.11404647785214,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011604",4,"dark blue","HPZ",52.21,72.15,NA,"H011604",105.27,852.91,NA,11.25,11.12,5.4,9.2,11.02,"","HPZ","fished","fished",NA,0,9.598,780.76,0.133028413028413,10.8213444213444,5,"autumn",780.76,2.892517555396,1.85823633542951,0.0530625778816461,1.03428121996649,1.71775369321072,0.982180745596403,-0.87605558983311,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011605",5,"dark blue","HPZ",32.62,36.24,NA,"H011605",58.94,262.92,NA,6.87,6.01,3.56,4.45,3.22,"","HPZ","fished","fished",NA,0,4.822,226.68,0.133057395143488,6.25496688741722,5,"autumn",226.68,2.35541320396946,1.55918818900478,-0.0963668884609529,0.796225014964683,1.51348395670426,0.683227206041435,-0.87596098296334,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011606",6,"dark blue","HPZ",35.41,73.93,NA,"H011606",72.67,408.66,NA,5.64,6.04,5.07,6.36,7.06,"","HPZ","fished","fished",NA,0,6.034,334.73,0.0816177465169755,4.52766130123089,5,"autumn",334.73,2.52469463751639,1.86882070619752,-0.153805047259789,0.655873931318875,1.54912592675811,0.78060530583897,-1.08821540035855,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011607",7,"dark blue","HPZ",36.23,54.87,NA,"H011607",138.07,1463.03,NA,16.02,18.5,16.22,14.79,19.08,"","HPZ","fished","fished",NA,0,16.922,1408.16,0.308401676690359,25.6635684344815,5,"autumn",1408.16,3.14865200364791,1.73933496019608,0.35878421061636,1.40931704345183,1.55906833403454,1.2284516907144,-0.510883269481679,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-007","R0116",12.1,143.315539,2,"Nomad Reef","HPZ",6365.56,"HP","10/05/12",2012,"AH","19/09/14",15.56,"12-003B","HPZ","16.24",0.33,"12-003A","HPZ",40203.66,0.51,"12-004","HPZ",656.38,2.63,"P011608",8,"dark blue","HPZ",34.69,84.04,NA,"H011608",71.21,386.32,NA,4.13,8.41,5.36,4.51,5.02,"","HPZ","fished","fished",NA,0,5.486,302.28,0.0652784388386483,3.59685863874345,5,"autumn",302.28,2.48040941354574,1.92448604373392,-0.222987218598447,0.555923369811823,1.54020429984206,0.739255803268511,-1.1852302404654,12.1,1.21906033244886,"fished",300.282958984375,0.890851842200466
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-024","HPZ",627.05,0.19,"P012001",1,"dark blue","HPZ",222,3543,NA,"H012001",297.62,6624.64,NA,10.88,5.28,11.71,16.9,12.14,"","HPZ","fished","fished",NA,0,11.382,3081.64,0.0032125317527519,0.869782670053627,4,"autumn",3081.64,3.48878190266748,3.54937115233318,-0.718466994894282,-0.0605892496656928,2.34635297445064,1.05621858127231,-2.49315257106087,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-025","HPZ",627.05,0.19,"P012002",2,"dark blue","HPZ",138.07,1383.93,NA,"H012002",195.21,2910.92,NA,7.29,9.39,9.57,10.56,9.04,"","HPZ","fished","fished",NA,0,9.17,1526.99,0.00662605767632756,1.1033722803899,4,"autumn",1526.99,3.18383619294441,3.14111412380386,-0.608187726231909,0.0427220691405511,2.14009932485079,0.962369335670021,-2.17874478813384,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-026","HPZ",627.05,0.19,"P012003",3,"dark blue","HPZ",164.52,1804.08,NA,"H012003",193.24,2691.14,NA,5.46,5.13,4.47,5.9,3.93,"","HPZ","fished","fished",NA,0,4.978,887.06,0.00275930113963904,0.491696598820451,4,"autumn",887.06,2.94795299614248,3.2562557919577,-0.931073003706276,-0.308302795815225,2.21621870083714,0.697054892272574,-2.55920089968513,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-027","HPZ",627.05,0.19,"P012004",4,"dark blue","HPZ",352.58,9124.19,NA,"H012004",462.69,15804.76,NA,14.23,16.72,17.14,13.38,15.02,"","HPZ","fished","fished",NA,0,15.298,6680.57,0.0016766419813704,0.732182253986381,4,"autumn",6680.57,3.82481351895664,3.96019432034556,-0.795462503586506,-0.135380801388915,2.5472576734313,1.18463465658627,-2.77555966375929,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-028","HPZ",627.05,0.19,"P012005",5,"dark blue","HPZ",251.53,4777.41,NA,"H012005",327.92,8377.77,NA,13.88,11.22,9.51,11.91,10.87,"","HPZ","fished","fished",NA,0,11.478,3600.36,0.00240255703404146,0.753621732277531,4,"autumn",3600.36,3.55634592804415,3.67919251427827,-0.779730036728197,-0.122846586234122,2.40058979081322,1.05986622041094,-2.61932629386733,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-029","HPZ",627.05,0.19,"P012006",6,"dark blue","HPZ",334.15,8646.28,NA,"H012006",443.14,15178.41,NA,16.94,12.91,18.13,18.93,12.37,"","HPZ","fished","fished",NA,0,15.856,6532.13,0.00183385224628395,0.755484439550882,4,"autumn",6532.13,3.81505481931644,3.93682929556103,-0.768221010639315,-0.121774476244587,2.52394146545971,1.2001936371412,-2.73663565841983,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-030","HPZ",627.05,0.19,"P012007",7,"dark blue","HPZ",307.79,6986.66,NA,"H012007",379.74,10988.94,NA,13.28,10.05,13.4,10.95,11.05,"","HPZ","fished","fished",NA,0,11.746,4002.28,0.00168120389427853,0.572845966456075,4,"autumn",4002.28,3.60230746865831,3.8442696091887,-0.85224480808741,-0.241962140530391,2.48825450563396,1.06988999650694,-2.77437961268176,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-031","HPZ",627.05,0.19,"P012008",8,"dark blue","HPZ",122,1010.04,NA,"H012008",173.86,2175,NA,7.36,5.84,7.99,6.07,9.48,"","HPZ","fished","fished",NA,0,7.348,1164.96,0.00727495940754822,1.15338006415588,4,"autumn",1164.96,3.06631101370752,3.00433857322352,-0.636000138977991,0.0619724404839987,2.08635983067475,0.866169147633771,-2.13816942558975,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-032","HPZ",627.05,0.19,"P012009",9,"dark blue","HPZ",332,4896.48,NA,"H012009",375.1,9129.14,NA,8.61,11.95,8.97,6.21,18.53,"","HPZ","fished","fished",NA,0,10.854,4232.66,0.0022166944417214,0.864429140933895,4,"autumn",4232.66,3.62661338398209,3.68988398494087,-0.809352175226979,-0.0632706009587803,2.52113808370404,1.03558981724346,-2.65429416769741,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","23/04/04",2004,"AH","6/07/11",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-033","HPZ",627.05,0.19,"P012010",10,"dark blue","HPZ",349.89,7610.57,NA,"H012010",413.33,11863.1,NA,10.71,15.09,14.13,10.6,12.27,"","HPZ","fished","fished",NA,0,12.56,4252.53,0.00165033630858135,0.558766294771614,4,"autumn",4252.53,3.62864738607967,3.88141718483684,-0.841718953017243,-0.252769798757173,2.5439315303455,1.09898963940118,-2.78242754543566,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","16/07/09",2009,"AH","10/09/14",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-033","HPZ",627.05,0.19,"P012001",1,"dark blue","HPZ",168.28,2167.05,NA,"H012001",231.54,4185.55,NA,7.9,9.25,8.11,11.51,10,"","HPZ","fished","fished",NA,0,9.354,2018.5,0.00431646708659237,0.931450589511086,7,"winter",2018.5,3.30502875374633,3.33586893184293,-0.69693710034898,-0.0308401780965965,2.22603250334496,0.970997365572485,-2.36487156627044,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
"12-016A","R0120",12.3,143.425273,1,"Gallon Reef","HPZ",26114.06,"HP","16/07/09",2009,"AH","10/09/14",12.73,"12-016B","CPZ","157.52",0,"12-016C","HPZ",10917.5,0,"12-033","HPZ",627.05,0.19,"P012002",2,"dark blue","HPZ",217.28,2522.9,NA,"H012002",295.3,6653.39,NA,17.26,20.15,9.96,17.52,18.84,"","HPZ","fished","fished",NA,0,16.746,4130.49,0.00663759958777597,1.6371992548258,7,"winter",4130.49,3.61600157506394,3.40190003676059,-0.477038931508018,0.214101538303357,2.33701975260041,1.22391108687227,-2.17798894988831,12.3,1.13767053723676,"fished",300.198150634766,-0.312725822905528
